RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,Housing Type,Date,ZHVI
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2010-03-31 00:00:00,1231777.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2010-04-30 00:00:00,1250463.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2010-05-31 00:00:00,1270787.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2010-06-30 00:00:00,1295783.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2010-07-31 00:00:00,1327353.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2010-08-31 00:00:00,1352484.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2010-09-30 00:00:00,1384897.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2010-10-31 00:00:00,1403217.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2010-11-30 00:00:00,1402862.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2010-12-31 00:00:00,1388071.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2011-01-31 00:00:00,1363554.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2011-02-28 00:00:00,1343335.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2011-03-31 00:00:00,1329161.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2011-04-30 00:00:00,1318075.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2011-05-31 00:00:00,1316071.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2011-06-30 00:00:00,1319335.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2011-07-31 00:00:00,1312507.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2011-08-31 00:00:00,1308074.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2011-09-30 00:00:00,1296334.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2011-10-31 00:00:00,1294814.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2011-11-30 00:00:00,1296330.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2011-12-31 00:00:00,1294122.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2012-01-31 00:00:00,1298210.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2012-02-29 00:00:00,1303817.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2012-03-31 00:00:00,1300181.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2012-04-30 00:00:00,1290459.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2012-05-31 00:00:00,1280681.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2012-06-30 00:00:00,1271111.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2012-07-31 00:00:00,1263205.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2012-08-31 00:00:00,1243505.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2012-09-30 00:00:00,1228890.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2012-10-31 00:00:00,1223788.0
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,SingleFamilyResidence,2012-11-30 00:00:00,1214517.0
